Entity,Code,Year,Men Overweight or Obese (%),Men (BMI),Women overweight or obese (%),Women (BMI),Daily caloric supply (per person) (kcal/person/day),Total population (Gapminder),HIV/AIDS and tuberculosis (DALYs),Diarrhea & common infectious diseases (DALYs),Malaria & neglected tropical diseases (DALYs),Maternal disorders (DALYs),Neonatal disorders (DALYs),Nutritional deficiencies (DALYs),Other communicable diseases (DALYs),Cancers (DALYs),Cardiovascular diseases (DALYs),Respiratory diseases (DALYs),Liver diseases (DALYs),Digestive diseases (DALYs),Neurological disorders (DALYs),Mental and substance use disorders (DALYs),"Diabetes, blood, & endocrine diseases (DALYs)",Musculoskeletal disorders (DALYs),Other NCDs (DALYs),Transport injuries (DALYs),Natural disasters (DALYs),Conflict and terrorism (DALYs),Self-harm (DALYs),Interpersonal violence (DALYs),Unintentional injuries (DALYs),% Adults > 25BMI
Lithuania,LTU,2011,61.1,27.06567667,55.5,26.08358799,3409.0,3307481.0,11411.6272171,25792.0315476,171.133994102,373.33451284,9574.61375473,3252.53943208,1944.25931323,168090.908145,355652.802879,22522.9838122,35585.7273775,24319.89108,58429.503764400004,96348.17304089999,41669.9607399,82527.7835893,81503.0808787,29903.696914,8.56342550598,1.39024908231,48589.9295606,12315.8322533,99886.04005950001,60.5
Lithuania,LTU,2012,62.0,27.16558638,55.7,26.09506911,3390.0,3292454.0,10594.1942045,25432.9851156,161.515085534,381.062290171,8493.41203018,3166.24125531,1864.38824406,165363.849459,349664.37426799996,21950.19573,34267.257325599996,24214.927525299998,58182.83389369999,94642.5724016,41168.3459676,81950.2055683,79970.5393999,28313.494182899998,8.44627117763,1.360929328,46725.5916699,11589.7779354,96799.9456468,60.9
Lithuania,LTU,2013,62.8,27.26355384,55.8,26.1048735,3417.0,3278337.0,10102.4678721,24676.33526,158.528817621,358.773984542,8220.63004618,3148.78207559,1856.01728255,164664.09396199998,347302.77892199997,21624.2957527,33973.9739561,24219.0485246,58191.5738199,93621.4304633,40914.0837884,81398.1947608,79518.25317669999,26510.5140803,7.59547465085,1.30922237824,46472.1427947,11227.700295100001,95524.8041565,61.4
Luxembourg,LUX,2010,65.5,27.31626127,46.8,25.35184312,3526.0,507448.0,243.67788583599997,2369.17761614,8.0769403791,52.417137945600004,1247.74052838,416.26523838099996,278.187962117,20136.890651499998,19393.7342273,5158.77762135,2167.64621306,1706.91538098,9945.54209009,13481.345496799999,6229.71995633,13670.6089336,12455.0548996,2542.87942697,1.79013632683,1.56443545018,2178.37657174,408.551970999,5514.05310769,59.2
Luxembourg,LUX,2011,66.0,27.37088106,47.2,25.37612113,3532.0,515941.0,240.00883080000003,2409.80093314,8.16096158845,38.2202430814,1252.63792473,418.20091929800003,280.888535111,20512.9874142,19496.655138299997,5254.63524731,2178.11259372,1727.21555509,10225.771647,13744.059248,6370.40330769,14024.7132764,12691.081573000001,2520.97988854,1.7354034336099997,1.51007321197,2180.85046004,411.208779498,5603.26251991,59.6
Luxembourg,LUX,2012,66.4,27.41991595,47.5,25.39068012,3540.0,523362.0,244.054724933,2424.34963253,8.22680159035,59.199938065,1183.47437738,422.281988979,279.38058039999993,20654.5077336,19400.664628,5298.98732618,2167.0697383,1750.00109584,10482.2295187,14043.489364500001,6481.0738986999995,14410.691263600002,12923.5246965,2516.68738356,1.77270952445,1.54037729981,2198.58123115,412.79824729800004,5685.95512075,60.1
Luxembourg,LUX,2013,66.8,27.467381899999996,47.8,25.40451634,3539.0,530018.0,244.089998501,2475.16086191,8.48422404643,58.6688154059,1270.63687318,430.601440555,286.4577007,20992.2693228,19385.1268045,5359.90132281,2199.88373474,1763.16170928,10761.6047234,14335.8638461,6642.96521846,14816.9578481,13280.468828799998,2448.77973601,1.70592860346,1.50840375053,2213.06071766,422.875500428,5859.52441378,60.5
Macedonia,MKD,2010,57.5,26.04273876,46.5,25.35134144,2955.0,2060563.0,1211.58146189,8853.71292538,120.50085974299999,223.491142041,14634.548240900001,6682.17206003,1064.59485614,101873.416284,212359.723737,15083.4897685,6223.80081873,8369.11971585,31868.489843,38314.572672199996,42819.8235696,45310.8229939,48867.252291900004,12401.0999486,18.9732033552,64.254323688,7053.80805789,3011.83448672,29264.279838,57.4
Macedonia,MKD,2011,58.2,26.11565365,46.8,25.3718228,2910.0,2063893.0,1123.01861924,8662.53860786,118.58864203899999,191.74017047799998,13982.670468200002,6539.36509978,1059.27658127,102317.12187799999,212555.051119,15097.9001037,6261.31862447,8342.14954427,32136.763453099997,38477.574026099996,43140.6080829,45740.149540900005,48751.321550199995,12628.8812638,21.410079685,72.6759903918,7061.03173865,2986.65358745,31537.9236432,57.9
Macedonia,MKD,2012,58.9,26.1845156,46.9,25.38665176,2931.0,2066785.0,1065.56506474,8929.96278787,116.41231317399999,194.211160571,15189.6991676,6428.88405134,1063.15516494,103160.971158,213828.185418,15206.0590169,6333.93147121,8440.37299319,32539.2497102,38531.710417,43740.809388099995,46299.71944659999,49534.5630727,12669.0024032,205.23001092400003,73.0838364972,7166.06081653,2958.75547386,31905.048486,58.5
Macedonia,MKD,2013,59.5,26.25287412,47.1,25.40130028,2949.0,2069219.0,1039.9593683,9085.22016643,113.84684923200001,190.588953327,15964.232702700001,6326.53184408,1059.65051233,103856.67454600001,214363.478595,15197.6198711,6396.33012113,8523.68363091,32808.8939283,38631.301034699994,44166.139077199994,46752.8446574,50255.3483631,12975.059140000001,19.7219640571,66.6821962372,7219.86571443,2885.32339857,32089.1545922,59.1
Madagascar,MDG,2010,13.3,21.09315274,25.2,20.90931905,2068.0,20713819.0,295105.652162,3664665.8053900003,620658.5225760001,188755.116871,1642909.65961,1158209.81551,524200.800116,351133.754262,986584.181471,289899.267,96826.8587891,149556.668359,180156.386221,359270.546225,259435.89122600004,209136.706705,655424.631205,147375.402625,7704.02759314,69.2746126168,48887.8209601,36626.3581073,371949.596153,18.0
Madagascar,MDG,2011,13.6,21.11364082,25.8,20.94106362,2085.0,21315135.0,301590.84463400004,3639696.0170699996,535227.169877,192732.214881,1659124.9972700002,1168582.34861,554003.801124,364448.0836,1012806.69789,298144.355453,96494.9671888,153993.80114,186956.710661,371224.908549,267216.500372,216199.197473,665241.8439859999,153013.32531800002,2469.70869436,74.2568379162,50735.5865791,37562.68527,387506.19286199997,18.5
Madagascar,MDG,2012,13.8,21.13378796,26.4,20.97366723,2058.0,21928518.0,304816.467162,3576577.0295599997,535236.6735779999,193664.586614,1661430.96071,1143309.64866,568775.242596,377352.98574499995,1039542.94261,304429.07902199996,96666.4664635,157425.903654,192907.943918,383031.78389,274296.16255300003,223312.375581,672611.099721,156527.865116,7219.85280212,21039.210195099997,52548.1038211,38340.023460000004,393241.09637,19.0
Madagascar,MDG,2013,14.1,21.1514794,27.1,21.00414325,2052.0,22555046.0,300857.16114,3507614.63559,589023.882147,192715.57041400002,1667284.27961,1107266.9816299998,565051.849482,389836.964219,1065121.79591,310290.832101,97272.5352178,160107.34845999998,199565.465877,395616.460982,281107.387508,231531.39136900002,684508.469388,159679.969826,2882.79405027,10767.818899799999,54359.09768230001,39115.1938171,395787.416562,19.5
Malawi,MWI,2010,10.7,22.09127628,25.9,22.8627897,2329.0,14900841.0,3313888.71687,2243964.02558,1106193.93823,119133.97966099999,1388383.24897,484335.45455699996,156821.48045,480048.51895600004,376705.102803,102754.959671,69330.8945192,116548.902627,129075.73874100001,231460.003506,201911.90480999998,134819.636491,391641.710288,125541.57638900001,36.559440211900004,18.9951913577,36787.425058099994,33990.8062944,308758.43116599997,17.6
Malawi,MWI,2011,10.9,22.15803679,26.7,22.9590419,2348.0,15380888.0,3083472.1812299998,2212596.83132,938819.632655,116516.69660999998,1404640.35561,500676.75168000004,166137.968699,497414.578235,381738.78111700004,104997.719184,66680.8362718,118876.390804,133684.980006,239933.370846,207303.93210799998,139335.566007,403381.41498299997,129341.523584,40.353091122600006,1247.32868037,37944.610961800005,34297.0581405,321913.661362,18.0
Malawi,MWI,2012,11.1,22.22081795,27.5,23.05283667,2333.0,15882815.0,2795535.3566799997,2137006.89058,848644.017795,114206.292767,1409590.08631,514621.60635200003,176437.946065,512794.63455,385956.32030300004,107075.138749,65082.3540947,120570.392418,138421.942232,248520.585873,212252.648894,144399.770368,416093.29131999996,134108.226685,42.3414323206,22.0284839606,38841.303619,34256.808286,329701.143403,18.4
Malawi,MWI,2013,11.4,22.28353535,28.3,23.14618383,2367.0,16406945.0,2539061.06014,2063763.6631,851444.876071,113109.73200399999,1406490.71973,512173.76077299996,182146.761355,524499.93172,391110.814975,108745.7946,64196.94262180001,120710.896237,142811.197503,257514.020119,215227.015946,149654.324676,424758.4176,131488.689379,56.5244669007,19.6896155314,39495.9585918,33880.429476,328437.418842,18.8
Malaysia,MYS,2010,33.3,24.69313059,36.1,25.35586717,2876.0,28401017.0,135190.353078,474399.314239,85830.0983095,18609.2861853,174831.704982,93236.00176,37160.6239741,521762.101762,1125431.90673,250406.605322,69162.621237,90662.77616810001,322867.446779,554838.73175,410709.43363600003,426482.712727,612831.80185,352578.338354,117.138437814,38.7395051542,83467.30994460001,46049.777236400005,231634.709004,35.3
Malaysia,MYS,2011,34.4,24.80354428,36.9,25.45504891,2889.0,28859154.0,133822.351275,480271.503176,86168.9885571,18169.8612035,173113.386198,92762.2737887,37875.270112,539172.079671,1156955.60336,258401.304267,71484.6642413,92742.9334733,330496.953058,568261.151784,423557.088877,438666.63175,621134.335844,366330.961174,130.059204855,42.9431168507,86050.7349736,47291.234374,241926.794489,36.3
Malaysia,MYS,2012,35.4,24.91115068,37.6,25.55428273,2901.0,29321798.0,132519.473978,483473.80558900005,89042.08048789999,17835.3243279,169001.776705,92555.7722952,38570.218527599995,556244.554457,1187492.59965,265673.039116,73658.44060589999,94669.70964910001,338326.01126,579694.158206,436734.53363500006,451127.75148999994,627981.575753,373405.89104899997,134.757498884,44.9627030831,88578.34445539999,47880.498341900005,245796.715146,37.4
Malaysia,MYS,2013,36.4,25.01728761,38.4,25.651417300000002,2916.0,29787203.0,129994.158149,483804.143006,96489.4087114,17204.211339200003,162730.789247,92574.2678731,39142.8433231,571333.824212,1212870.0012,271780.828877,75545.245871,96189.2477174,346019.44068,591606.093273,449472.87722200004,462595.78951800003,631649.120258,380222.935694,108.81683857200001,4069.42396327,90109.96919460001,47714.3453381,245815.42099699998,38.5
Maldives,MDV,2010,24.3,23.53304768,31.3,25.13371516,2718.0,315885.0,341.456344619,2120.29969896,531.876859194,260.44323612,4062.6952155,2965.61069861,266.849160176,3183.71492057,8735.34281908,3287.0700007,540.58399592,273.88845683,3619.22450337,5822.317842,5255.94333346,4691.53157858,8186.89085953,1240.62264581,69.98819041770001,0.0,507.039187239,319.547675174,2715.07467492,22.1
Maldives,MDV,2011,25.3,23.67237843,32.1,25.22470793,2750.0,320081.0,324.31744676200003,2067.14889998,614.042222949,221.077213168,3753.6874665,2948.49902303,268.420312343,3220.57033513,8671.15547076,3345.03413767,543.02744909,274.241619835,3701.98097822,5938.73119121,5286.30499001,4825.91829708,8140.23062092,1280.31574239,18.8310649312,0.0,509.88725110300004,337.46107281,2807.80899664,23.1
Maldives,MDV,2012,26.2,23.79813184,32.7,25.29704719,2712.0,324313.0,311.995101648,2031.03176688,495.75723041300006,216.404729677,3465.29802529,2939.15860206,271.8174525,3304.04645903,8734.28474563,3365.61876813,553.847798453,276.478920197,3788.06219251,6046.01990229,5370.0641046,4979.376018999999,8144.15697011,1284.67484365,19.3098145544,0.0,518.100696882,342.525756054,2799.77416904,24.1
Maldives,MDV,2013,27.1,23.91894979,33.3,25.36448778,2732.0,328551.0,313.922901465,1979.58164897,607.99144572,205.06008625599998,3173.5662165999997,2923.42688487,274.730939503,3371.33680063,8819.29846769,3405.33291986,567.155318573,280.472445467,3879.40729722,6162.01878712,5461.96090147,5131.44937948,8111.69166333,1283.97678072,16.3613810744,0.0,519.1139963640001,342.93567631900004,2734.0576489,25.1
Mali,MLI,2010,15.8,22.51926972,28.5,22.60018674,2813.0,15369809.0,353823.146815,3096438.71552,2136574.8334,152412.48919000002,1834371.36947,865362.3327510001,359753.382709,245409.874713,385435.942508,121169.057259,64525.0581028,99638.3391981,127882.06432599999,218841.483666,291398.304806,141034.123926,652115.932806,116243.599586,5.07659982647,5630.58765564,19200.792771400003,27947.047902,345211.423811,20.7
Mali,MLI,2011,16.2,22.59657498,29.1,22.69055905,2832.0,15839538.0,340642.347318,2967618.76957,2230766.53161,157217.83779700001,1824766.24546,836388.56528,371364.319018,249753.728294,387509.939909,122389.730705,63681.577876999996,97694.0438284,130938.59082,225831.504279,290720.610477,145052.695749,655020.144096,115531.058019,5.5637359787800005,5647.84386126,19478.458335900003,28192.953730799996,342791.819946,21.3
Mali,MLI,2012,16.6,22.66397459,29.8,22.77372614,2860.0,16318897.0,330460.646366,2757712.37278,2436262.19894,162494.543947,1820830.89952,812285.35198,381900.902795,254263.691068,389850.744229,124015.30872,63400.0245281,96345.68581489999,134051.31331,232514.762248,290497.259528,149281.732239,657492.596625,113969.321997,5.69397552436,26546.8887798,19752.4027913,28453.268877599996,334845.232298,21.9
Mali,MLI,2013,17.0,22.72635384,30.4,22.85300829,2890.0,16808242.0,334659.864661,2658350.45725,2546807.53655,161990.19983599999,1833403.5458799999,802664.1795310001,395369.986315,261673.346186,395521.655663,126315.890992,64238.268858300005,96308.81279129999,137735.700972,240470.780154,294626.949894,153432.842899,674482.588752,120294.837155,2377.64359801,56113.7801161,20356.641557299998,29150.389402999997,336035.053814,22.5
Malta,MLT,2010,68.0,27.5467947,57.3,26.78028408,3387.0,416515.0,162.493878404,2449.79746481,7.540751140249999,43.688832803400004,1719.19510184,350.57032364099996,135.740852224,16611.218249399997,20148.4288147,3736.3702644,1030.86077378,1318.87918217,8232.46369077,9879.89995441,6440.96249717,11673.583555700001,11181.8505131,1656.15860432,0.35161320094400006,1.93469026195,938.3061554389999,393.498890424,4681.02947669,67.6
Malta,MLT,2011,68.4,27.60041596,57.6,26.77328719,3374.0,417855.0,159.436057751,2403.78945706,7.21576503233,27.183832657399996,1755.8857574,342.969733727,132.331977982,16655.4963926,20512.6802495,3712.74551842,1031.00200368,1313.06768131,8398.59524103,9901.32858417,6398.79846544,11819.678849200001,11340.614991299999,1629.99647478,0.334824039427,1.84656785613,934.57132262,388.660138487,4700.76012966,68.0
Malta,MLT,2012,68.9,27.65280204,57.9,26.76443133,3381.0,419212.0,159.436473019,2300.06271282,6.49882159523,25.485475144299997,1702.05036077,337.058910813,130.906816055,16745.935378,20738.7340522,3733.89738663,1028.01201705,1323.01866793,8571.75213437,9923.47015175,6419.07842939,11981.0584896,11435.5953175,1602.10232727,41.8962531819,1.8416821925599998,926.667813209,384.866843425,4720.11529778,68.4
Malta,MLT,2013,69.3,27.70555568,58.2,26.75572533,3378.0,420557.0,155.893140842,2282.38487164,5.86685832898,22.7795916016,1712.8774484,332.176524983,131.547009032,16663.227076,20358.482278,3753.82637085,1014.46140965,1327.81814234,8685.11251124,9944.10897433,6495.62253649,12127.2347631,11549.7206526,1576.8083566,0.6428829418240001,1.77940695718,914.657218782,380.249225584,4725.34816333,68.8
Mauritania,MRT,2010,20.8,22.91288937,32.7,25.917275699999998,2797.0,3459773.0,45025.8193574,314463.315077,45519.098512,30308.842802099996,212777.549351,67079.04422459999,39594.192554,55417.9064595,81966.8585992,20451.603776900003,15807.4548083,16573.797001,36201.6574987,56501.7154457,55715.288820099995,43013.4898376,125487.59361800001,19041.8910055,2.40273337467,1604.86487962,4478.98541758,5495.45600113,53479.0443955,27.4
Mauritania,MRT,2011,21.3,22.97166943,33.4,26.00262455,2806.0,3541540.0,44392.0296259,307434.891446,42129.071320099996,29919.659944599996,209286.440981,65428.813096599995,39015.231771800005,57041.220891799996,83477.6207363,20854.6417854,16058.9915368,16560.450807,37145.7556504,58189.354443,56200.813326999996,44250.61672880001,126038.76507899999,19248.3456367,2.66713250763,940.7271318219999,4630.44605395,5624.16653777,54570.41051830001,28.1
Mauritania,MRT,2012,21.9,23.02884555,34.1,26.08706676,2873.0,3622961.0,43760.657585500005,294924.175866,41109.6884447,29453.2733546,205915.936746,65428.792109300004,38062.9043369,59191.9720606,85387.4376547,21378.5868795,16477.560558899997,16734.3492696,38234.027644300004,60037.07309990001,57312.6188485,45583.864339,128107.100166,18913.8071769,2.7383358398400004,131.23898162700002,4809.79944163,5805.06137952,55355.63116440001,28.8
Mauritania,MRT,2013,22.5,23.08555722,34.9,26.17089369,2876.0,3704414.0,43259.209379,284943.706287,40435.3518636,29171.454117100002,202499.217639,64861.2735659,36704.619375300004,61359.069979199994,87445.1112957,21925.8815496,16888.8797288,16844.9347753,39332.8998879,61911.20187969999,58126.8419511,46958.984368699996,129148.55768599999,19135.100998700003,2.2106470593700003,110.59115616700001,5002.92284816,5954.91726168,55507.843476999995,29.4
Mauritius,MUS,2010,33.4,24.60150947,45.7,25.77262165,3151.0,1299172.0,3853.6751486000003,11436.150643100002,1657.50429951,533.123814769,11527.830096,9592.65989615,1441.25649987,28572.4012538,66085.0009115,14941.5469774,10147.327075799998,3653.93072855,17806.449988,26728.962449900002,71247.2997516,24641.1176252,32480.635187599997,9498.62467773,0.35244208621,0.0,5816.97692803,2483.98109702,12376.220249700002,30.7
Mauritius,MUS,2011,34.1,24.65672212,46.7,25.83973826,3058.0,1306593.0,3670.19996907,11329.9105222,1670.3636122999999,497.66509401400003,11247.1705051,9453.74664274,1514.67342787,28678.6273935,64589.951319199994,14848.275276100001,9533.43589999,3596.33293925,18032.127910299998,26894.694235500003,72835.7083485,25052.825332900004,32673.0227973,9677.25574381,0.386535486246,0.0,5904.45477487,2488.1266487,12471.2408386,31.3
Mauritius,MUS,2012,34.9,24.71203283,47.7,25.90559711,3014.0,1313803.0,4382.67731685,11179.0484374,1688.1794773,549.206786568,11079.963262700001,9392.92695213,1472.46251426,29016.7379546,63779.6264216,14922.1390852,8904.16636476,3570.61449746,18223.128775999998,26872.620629600002,73896.164011,25467.2915283,32887.812135,9470.79161351,0.396491833917,0.0,5731.10680338,2429.54149707,12152.9788391,31.8
Mauritius,MUS,2013,35.7,24.76665018,48.6,25.97078317,3065.0,1320785.0,5425.76489766,11120.135065999999,1710.62259614,521.7735238719999,10917.088164499999,9315.24375299,1369.59601901,29668.002229,63929.4005592,15170.3786274,8578.09986625,3520.16263433,18457.5885627,27085.0133528,75191.01179789999,25773.279050099998,33139.6273314,9171.42715965,474.86837241800004,0.0,5472.09398519,2356.5962599,11950.975483499999,32.3
Mexico,MEX,2010,60.9,27.17093734,63.3,28.19526188,3041.0,113423047.0,373517.227051,1370123.10909,90656.09745569999,85785.5136807,1608225.06953,478401.96931,99797.7786369,2082671.81898,2519708.9791200003,733767.130795,1067813.79816,565388.806245,1681695.26699,2216568.1024599997,3792435.26731,1621570.39689,3407595.945,1255762.60123,10855.2598386,191827.499102,342912.250865,1127660.93674,1294143.76095,60.1
Mexico,MEX,2011,61.5,27.24494554,63.8,28.29681204,3028.0,114793341.0,373207.18779,1332200.59335,91323.66281689999,80123.68518360001,1557469.8212700002,466057.510449,97281.0699547,2103321.47095,2547747.2922799997,733009.558932,1072665.5594,573531.41918,1714873.43447,2257298.9185,3869093.9308800003,1672322.3233100001,3423507.64659,1242241.17017,7073.94518086,156561.420299,353039.378789,1171108.5234100001,1304268.64873,60.8
Mexico,MEX,2012,62.2,27.32080903,64.3,28.39884024,3049.0,116146768.0,368665.02054,1297261.3973100001,92032.8575055,79767.1442623,1501506.49854,458272.19373299996,95470.60706810001,2145889.54078,2612833.6061299997,742198.803782,1088504.23949,584671.657227,1750568.20171,2296558.6337099997,3992522.1024300004,1726141.14676,3440037.78788,1218800.67074,9023.97509175,112212.038369,356596.57358,1172371.1606700001,1289532.0248,61.5
Mexico,MEX,2013,62.9,27.39367034,64.7,28.49894798,3072.0,117478371.0,370959.21084,1278384.9162299999,93252.2872004,78898.48143,1448223.92533,455885.57054700004,93657.294184,2221882.43224,2737482.66385,765273.813131,1136307.3768200001,600465.726288,1788765.91763,2340801.56896,4173797.2469900004,1782121.5272099997,3456270.91401,1197948.0765200001,11386.4650137,55919.498680699995,364752.456741,1166215.5708,1283302.50244,62.1
Moldova,MDA,2010,45.1,25.87878285,45.8,27.01128885,2680.0,3572885.0,30101.240364700003,53402.07049019999,625.015491471,1214.63067412,32041.9445152,13843.289155,2893.17285293,168790.520659,475000.66792700003,35464.540682499995,106247.194912,30300.456053900005,64216.8755021,116259.358404,57559.6644516,94228.6602727,109495.887944,39070.6473061,46.3972673646,351.618988657,33811.6087018,16856.7035477,99895.83729780001,50.4
Moldova,MDA,2011,46.1,25.99561449,46.2,27.07764786,2700.0,3544864.0,25598.3145758,47402.7063128,589.293771135,785.344870145,30687.788356,13560.539689500001,2777.25579948,153466.596289,416826.853729,31120.0238492,89229.8136652,27645.3415737,63498.6155859,113338.260501,54596.0725923,94636.13124560002,108398.824168,34650.7075185,283.209369811,387.088207339,28951.957341400004,15062.125415999999,94525.8477335,50.9
Moldova,MDA,2012,47.0,26.10615382,46.5,27.13776712,2713.0,3519266.0,23852.9155135,46226.639802,567.856654748,865.683080132,29019.004468700005,13341.269547700002,2712.14150181,156350.96290399999,421563.219589,30286.4175877,90010.4591639,27624.8994521,63654.21007740001,113710.93035999998,54980.618783000005,95318.5069357,107914.05999200001,34075.205526,416.580363438,391.59976681300003,28972.176138200004,14853.393517299997,93960.1674648,51.5
Moldova,MDA,2013,47.9,26.22140655,46.8,27.20066413,2714.0,3495657.0,20971.627323599998,43530.32885969999,535.125893809,767.278821417,27894.0618962,13161.483762200001,2695.79218506,152156.266269,398716.903509,28431.5398815,84542.6671871,26813.004749400003,63447.5440574,113299.30151300001,54030.8887324,95975.66633119999,106751.00501000001,31384.479752499996,49.2493906381,338.363620893,27446.799551599997,14077.3649435,91142.7616902,52.1
Mongolia,MNG,2010,46.1,24.80193309,45.7,25.72112496,2431.0,2756001.0,18845.9638532,69330.31248119999,1386.80915118,2634.65517426,75501.8499515,16385.9056982,5266.86216048,105805.72547,195371.933869,14633.9052754,37119.8757807,20055.8887485,34569.43010219999,75799.4587547,36559.384233599994,37813.542951699994,73511.2919305,36959.8944211,1076.62594118,0.0,31909.760654400005,16591.653235799997,71199.3754346,46.9
Mongolia,MNG,2011,47.0,24.91928155,46.4,25.82501082,2454.0,2800114.0,18174.838779400005,66653.68693910001,1409.61603757,2520.68002139,75980.5123385,16483.235684299998,5103.15513629,108321.494154,196654.552291,14801.3123166,37743.5858922,20101.7465027,35007.09701530001,76681.59095910001,37196.885327699994,38804.805415099996,73975.0970137,37670.8536146,114.12094374,0.0,32325.752550700003,16939.591231799997,73660.7377522,48.0
Mongolia,MNG,2012,48.0,25.03944436,47.1,25.9299315,2487.0,2844081.0,17228.910442099997,64320.7790405,1409.71747447,2508.56337421,76130.836301,16636.6433968,4979.40063989,110767.768082,196754.477474,14886.4413155,38154.1265124,20084.3014192,35515.2571303,77614.8218727,37711.4004896,39805.09450980001,74730.176426,37722.1912419,117.135118374,0.0,32000.0647996,16979.0514554,74301.31441810001,49.2
Mongolia,MNG,2013,49.0,25.16227638,47.9,26.03479954,2510.0,2887863.0,16202.513232199999,62263.6883902,1412.55276534,2426.44759034,75877.9616768,16838.185985699998,4858.42464378,113282.419473,196683.350856,14994.936012200002,38430.6201545,20038.703488799998,35980.183486400005,78467.4854388,38083.6809223,40889.1216349,75554.6571862,37284.198927,102.222605893,0.0,30922.787175300004,16646.9033057,74514.70994410002,50.4
Montenegro,MNE,2010,61.1,26.43549633,47.1,25.62896856,3463.0,631490.0,211.492613774,2467.85539938,44.628097723,60.512890157799994,3822.85021581,1529.52905471,339.702887275,27596.9367511,54856.801660599995,2455.63806132,1307.02228036,2901.09361755,9787.89134437,12695.6602338,10454.885600900001,14734.667660299998,14536.13299,4665.195946,0.879927661973,0.0,3076.62434619,1522.60919848,10888.530635,59.1
Montenegro,MNE,2011,61.8,26.50606107,47.3,25.63452497,3481.0,632261.0,200.668197182,2410.79450244,42.547355305500005,53.614907458199994,3542.89189137,1476.01556648,335.291385353,27770.5455355,55581.0831614,2468.48498678,1311.38784353,2896.02609226,9846.47786995,12722.149166700001,10512.1281841,14810.873439899999,14538.2953253,4628.49503562,0.897752578294,0.0,3013.95512297,1509.22270276,11146.8199254,59.7
Montenegro,MNE,2012,62.4,26.56507988,47.4,25.63224346,3374.0,632796.0,192.656038378,2370.97481756,41.2593805876,52.5503335618,3350.77305751,1438.25035592,331.554132234,27929.774813800002,56073.432282500005,2485.0527715,1313.79241569,2902.35887472,9943.21837455,12736.9117,10591.662219299998,14922.427126499999,14590.886514700001,4569.10498333,0.905328236355,0.0,2972.07965629,1495.20951051,11181.5734786,60.2
Montenegro,MNE,2013,63.0,26.62416532,47.5,25.62926709,3491.0,633167.0,190.204227812,2348.46958473,40.330578615,51.17292151149999,3208.62496827,1405.19458106,329.88220955400004,28063.238659599996,56314.0655868,2495.13794923,1319.0104624000003,2914.79156419,10020.6933204,12774.0173171,10662.083372799998,15041.1695595,14667.0811614,4536.80727909,0.7987738356820001,0.0,2937.11036723,1475.20017666,11250.6635807,60.7
Morocco,MAR,2010,46.6,24.6015385,57.2,25.91458806,3294.0,31951412.0,364908.419651,583590.852766,20188.5406584,31379.4106195,635097.054698,182373.051252,90469.0426449,573621.326247,1345675.18102,210196.793133,78948.42095419999,84777.5712177,519687.14943199995,849946.360612,730222.180601,678927.6202390001,950092.0297620001,465283.178366,2514.20871371,1760.62909089,83121.77332050001,29859.2674232,334192.96462,53.6
Morocco,MAR,2011,47.4,24.66644022,57.9,25.98485003,3349.0,32272974.0,352938.341494,548239.316154,19468.5511232,27673.3594933,605705.898819,174306.443257,86713.32916030001,586023.531726,1360973.26128,212464.289445,79986.13261939998,85088.5196463,528352.616225,858577.984599,740550.991063,693429.746969,945413.678287,471881.13885200006,275.093723523,4919.01212598,82840.130773,30282.1899253,343121.109236,54.6
Morocco,MAR,2012,48.1,24.72824137,58.6,26.05429305,3366.0,32598536.0,343198.999925,517010.077612,19101.6285126,26628.1458708,573244.540013,167499.681786,83190.2848003,599985.527423,1380876.99703,215303.599723,81330.00560549999,86167.0012718,537228.5743260001,869387.0772739999,754515.97809,708831.020823,940979.740323,467454.847177,280.708646362,2088.19404673,82629.1953836,30445.8573977,343656.369074,55.5
Morocco,MAR,2013,48.9,24.78884712,59.2,26.12269629,3403.0,32925553.0,334591.62311,491993.208791,18878.427722200002,25666.774962299998,541778.620464,161825.36386500002,79592.19396749999,614238.017189,1400906.8429,218570.914886,82755.95849289998,87379.7341372,544995.079396,879055.49496,769251.009043,724954.243098,936378.651489,467032.41861999995,249.116879629,1733.24379755,82506.9070354,30607.5569999,345135.622944,56.5
Mozambique,MOZ,2010,10.9,21.34446736,25.1,22.66392109,2242.0,23390765.0,5617899.41093,3127708.26488,2180645.4215599997,187879.918206,2239420.8538900004,634383.840392,540869.588529,371743.86902800004,677880.8198770001,167035.760186,68661.5982544,178757.124133,214144.527571,403294.937332,362279.61320300004,227920.87823099998,676896.717862,237504.98438600003,173.160361505,20525.917069299998,62940.805216199995,112227.446116,523760.152047,20.5
Mozambique,MOZ,2011,11.2,21.38671138,25.8,22.736889899999998,2259.0,23929708.0,5638923.40131,3079230.17901,2132070.5803,186120.423821,2224356.48967,609974.89574,516729.97074799996,378902.572019,685104.387992,168620.765498,64911.172508300006,177321.068969,220038.813181,415562.70355,364078.42995300004,234608.55262899998,680560.348996,234454.16200399998,178.373143032,20611.1905512,64343.922325199994,112798.88067,518113.687026,20.9
